,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,split,predict,GCPAP,TAP,MPTAP
0,58,58,11,0,0,1.9363684652934483,True,False,0.3,2.2363684652934483,2.2363684652934483,0.3684776776546429,False,training,1.0014362,1.0014362,0.3684776776546429,1.0032131908688753
1,59,59,11,1,0,0.3684776776546432,False,False,0.0,0.3684776776546432,2.604846142948091,1.300856029386776,False,training,1.1202699,1.1202699,1.300856029386776,1.200786099150998
2,60,60,11,2,0,1.3008560293867764,False,False,0.0,1.3008560293867764,3.9057021723348666,1.2463673649561091,False,training,0.9636522,0.9636522,1.2463673649561091,0.9937878651379018
3,61,61,11,1,0,1.2463673649561091,False,False,0.0,1.2463673649561091,5.152069537290977,0.4428513393332034,False,training,1.0670688,1.0670688,0.4428513393332034,1.200786099150998
4,62,62,11,2,0,0.4428513393332033,False,False,0.0,0.4428513393332033,5.5949208766241805,0.07989774872700117,False,training,0.93660754,0.93660754,0.07989774872700117,1.0289531194552286
5,63,63,11,3,0,0.0798977487270009,False,False,0.0,0.0798977487270009,5.6748186253511825,0.5121930606314979,False,training,1.0626826,1.0626826,0.5121930606314979,0.9242013858963258
6,64,64,11,4,0,0.5121930606314977,False,False,0.0,0.5121930606314977,6.187011685982679,1.2143587448308573,False,training,0.87906855,0.87906855,1.2143587448308573,0.9542016898890654
7,65,65,11,5,0,1.2143587448308573,False,False,0.0,1.2143587448308573,7.401370430813537,2.1446779019554434,False,training,0.95239365,0.95239365,2.1446779019554434,1.0680429040823827
8,66,66,11,0,0,2.1446779019554425,False,False,0.0,2.1446779019554425,9.546048332768981,1.091922891144323,False,training,1.0083538,1.0083538,1.091922891144323,1.0032131908688753
9,67,67,11,1,0,1.0919228911443228,False,True,0.0,1.0919228911443228,10.637971223913302,0.4447402620782359,True,training,1.1487718,1.1487718,0.4447402620782359,0.9850539191003012
10,99,99,18,1,0,0.14474026207823634,True,False,0.3,0.4447402620782364,11.082711485991538,1.1853605335693975,False,training,1.162606,1.162606,1.1853605335693975,1.200786099150998
11,100,100,18,2,0,1.1853605335693984,False,False,0.0,1.1853605335693984,12.268072019560936,3.2451405234353214,False,training,1.0624669,1.0624669,3.2451405234353214,1.1202135152728934
12,101,101,18,0,0,3.2451405234353214,False,False,0.0,3.2451405234353214,15.513212542996257,1.9613595053232515,False,training,0.9961935,0.9961935,1.9613595053232515,1.0032131908688753
13,102,102,18,1,0,1.9613595053232529,False,False,0.0,1.9613595053232529,17.47457204831951,2.3356754099011248,False,training,1.1158364,1.1158364,2.3356754099011248,1.200786099150998
14,103,103,18,2,0,2.3356754099011248,False,False,0.0,2.3356754099011248,19.810247458220637,3.6594660805328663,False,training,0.9957319,0.9957319,3.6594660805328663,1.0289531194552286
15,104,104,18,3,0,3.659466080532866,False,False,0.0,3.659466080532866,23.4697135387535,2.2675107119819344,False,training,1.1818655,1.1818655,2.2675107119819344,1.0851677445719057
16,105,105,18,5,0,2.2675107119819353,False,False,0.0,2.2675107119819353,25.737224250735437,2.7943419289651708,False,training,0.9185422,0.9185422,2.7943419289651708,0.8570236659250017
17,106,106,18,4,0,2.794341928965171,False,False,0.0,2.794341928965171,28.531566179700604,0.8320150728714246,False,training,0.9449661,0.9449661,0.8320150728714246,1.0515877553114032
18,107,107,18,0,0,0.8320150728714252,False,False,0.0,0.8320150728714252,29.363581252572033,1.1846188583622317,False,training,0.9127487,0.9127487,1.1846188583622317,1.0032131908688753
19,108,108,18,1,0,1.1846188583622328,False,True,0.0,1.1846188583622328,30.548200110934264,1.7980520595015292,True,training,1.1484013,1.1484013,1.7980520595015292,0.9850539191003012
20,122,122,22,1,0,1.498052059501528,True,False,0.3,1.7980520595015281,32.34625217043579,0.19286559738692688,False,training,1.1371133,1.1371133,0.19286559738692688,1.0372112113101224
21,123,123,22,0,0,0.1928655973869278,False,False,0.0,0.1928655973869278,32.53911776782272,0.7651856030764179,False,training,1.0043447,1.0043447,0.7651856030764179,0.9024781258964398
22,124,124,22,2,0,0.7651856030764203,False,False,0.0,0.7651856030764203,33.30430337089913,0.6378164063513054,False,training,1.0719742,1.0719742,0.6378164063513054,0.9937878651379018
23,125,125,22,1,0,0.6378164063513037,False,False,0.0,0.6378164063513037,33.94211977725044,1.161614216237837,False,training,1.1471021,1.1471021,1.161614216237837,1.200786099150998
24,126,126,22,2,0,1.161614216237837,False,False,0.0,1.161614216237837,35.103733993488284,0.6814642149533725,False,training,0.8747669,0.8747669,0.6814642149533725,0.8471246835915186
25,127,127,22,4,0,0.6814642149533755,False,False,0.0,0.6814642149533755,35.78519820844165,1.5928408534765737,False,training,0.89355844,0.89355844,1.5928408534765737,1.0515877553114032
26,128,128,22,0,0,1.5928408534765737,False,False,0.0,1.5928408534765737,37.37803906191822,2.4613545561882404,False,training,0.8849352,0.8849352,2.4613545561882404,0.9282020743125227
27,129,129,22,3,0,2.4613545561882404,False,False,0.0,2.4613545561882404,39.83939361810646,1.10789410719363,False,training,1.0545027,1.0545027,1.10789410719363,1.0851677445719057
28,130,130,22,5,0,1.1078941071936328,False,False,0.0,1.1078941071936328,40.94728772530009,0.1512517138810665,False,training,0.9087689,0.9087689,0.1512517138810665,1.0253450698885656
29,131,131,22,1,0,0.15125171388106992,False,True,0.0,0.15125171388106992,41.09853943918116,0.4760283639602108,True,training,1.1797127,1.1797127,0.4760283639602108,1.200786099150998
30,138,138,25,2,0,0.17602836396020788,True,False,0.3,0.4760283639602079,41.57456780314136,1.3169371326223995,False,training,1.0776184,1.0776184,1.3169371326223995,0.8471246835915186
31,139,139,25,4,0,1.3169371326224026,False,False,0.0,1.3169371326224026,42.89150493576378,0.5901245377120432,False,training,1.1584877,1.1584877,0.5901245377120432,1.0515877553114032
32,140,140,25,0,0,0.5901245377120422,False,False,0.0,0.5901245377120422,43.481629473475806,0.22885900531024814,False,training,1.0609444,1.0609444,0.22885900531024814,0.9024781258964398
33,141,141,25,2,0,0.22885900531024803,False,False,0.0,0.22885900531024803,43.71048847878606,3.304507949495388,False,training,1.1299251,1.1299251,3.304507949495388,1.0289531194552286
34,142,142,25,3,0,3.3045079494953864,False,True,0.0,3.3045079494953864,47.01499642828145,2.207860696859889,True,training,1.2133571,1.2133571,2.207860696859889,1.2246723147232799
35,216,216,42,3,0,1.9078606968598881,True,False,0.3,2.207860696859888,49.222857125141346,2.335773810020889,False,training,1.0249721,1.0249721,2.335773810020889,1.1498846584761246
36,217,217,42,2,0,2.3357738100208856,False,False,0.0,2.3357738100208856,51.55863093516223,0.30465327421047306,False,training,0.85786176,0.85786176,0.30465327421047306,1.0289531194552286
37,218,218,42,3,0,0.3046532742104706,False,True,0.0,0.3046532742104706,51.8632842093727,0.4117750671326448,True,training,1.1600163,1.1600163,0.4117750671326448,1.2076003450183042
38,301,301,55,0,0,0.111775067132645,True,False,0.3,0.411775067132645,52.27505927650535,1.9078684952741227,False,training,0.92232025,0.92232025,1.9078684952741227,1.0032131908688753
39,302,302,55,1,0,1.907868495274124,False,False,0.0,1.907868495274124,54.18292777177947,0.7946989960658399,False,training,1.1067549,1.1067549,0.7946989960658399,0.9850539191003012
40,303,303,55,1,0,0.7946989960658389,False,False,0.0,0.7946989960658389,54.977626767845315,0.4519496941447514,False,training,1.0784824,1.0784824,0.4519496941447514,1.200786099150998
41,304,304,55,2,0,0.4519496941447498,False,False,0.0,0.4519496941447498,55.42957646199006,0.10639454226443944,False,training,0.975055,0.975055,0.10639454226443944,1.032721668644923
42,305,305,55,2,0,0.10639454226443802,False,False,0.0,0.10639454226443802,55.535971004254506,0.5226319928755316,False,training,0.91216475,0.91216475,0.5226319928755316,0.8471246835915186
43,306,306,55,4,0,0.5226319928755346,False,False,0.0,0.5226319928755346,56.05860299713003,1.0363057846241899,False,training,0.9140056,0.9140056,1.0363057846241899,1.0515877553114032
44,307,307,55,0,0,1.0363057846241872,False,False,0.0,1.0363057846241872,57.09490878175422,2.7186683580915694,False,training,0.9214918,0.9214918,2.7186683580915694,0.9282020743125227
45,308,308,55,3,0,2.718668358091572,False,False,0.0,2.718668358091572,59.81357713984579,0.7433682934787669,False,training,1.059994,1.059994,0.7433682934787669,1.0851677445719057
46,309,309,55,5,0,0.7433682934787696,False,False,0.0,0.7433682934787696,60.556945433324564,0.01103992655128394,False,training,0.9502483,0.9502483,0.01103992655128394,1.0253450698885656
47,310,310,55,1,0,0.011039926551286059,False,True,0.0,0.011039926551286059,60.56798535987584,0.7318910721009928,True,training,1.2200565,1.2200565,0.7318910721009928,1.200786099150998
48,319,319,58,2,0,0.43189107210099453,True,False,0.3,0.7318910721009946,61.29987643197683,0.2930020260572803,False,training,1.0883155,1.0883155,0.2930020260572803,0.8471246835915186
49,320,320,58,4,0,0.2930020260572769,False,False,0.0,0.2930020260572769,61.59287845803411,0.6795034131797449,False,training,1.1969364,1.1969364,0.6795034131797449,1.0515877553114032
50,321,321,58,0,0,0.6795034131797428,False,False,0.0,0.6795034131797428,62.27238187121385,2.05703352658788,False,training,1.0515487,1.0515487,2.05703352658788,0.9024781258964398
51,322,322,58,2,0,2.057033526587874,False,False,0.0,2.057033526587874,64.32941539780174,1.020452553771861,False,training,0.9691332,0.9691332,1.020452553771861,1.0289531194552286
52,323,323,58,3,0,1.0204525537718674,False,True,0.0,1.0204525537718674,65.3498679515736,1.514186875079503,True,training,1.2302845,1.2302845,1.514186875079503,1.2246723147232799
53,341,341,63,3,0,1.2141868750795028,True,False,0.3,1.5141868750795031,66.8640548266531,0.4992389232346142,False,training,1.1124939,1.1124939,0.4992389232346142,1.1498846584761246
