,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,split,predict,GCPAP,TAP,MPTAP
0,58,58,11,0,0,1.9363684652934483,True,False,2.0,3.936368465293448,3.936368465293448,0.3684776776546429,False,training,1.0880107,1.0880107,0.3684776776546429,1.0032131908688786
1,59,59,11,1,0,0.3684776776546432,False,False,0.0,0.3684776776546432,4.304846142948091,1.300856029386776,False,training,1.5985337,1.5985337,1.300856029386776,1.8875410660384233
2,60,60,11,2,0,1.3008560293867764,False,False,0.0,1.3008560293867764,5.605702172334868,1.2463673649561091,False,training,0.8371499,0.8371499,1.2463673649561091,0.9937878651378956
3,61,61,11,1,0,1.2463673649561091,False,False,0.0,1.2463673649561091,6.852069537290976,0.4428513393332034,False,training,1.5361232,1.5361232,0.4428513393332034,1.8875410660384233
4,62,62,11,2,0,0.4428513393332033,False,False,0.0,0.4428513393332033,7.29492087662418,0.07989774872700117,False,training,0.64337236,0.64337236,0.07989774872700117,1.0289531194552315
5,63,63,11,3,0,0.0798977487270009,False,False,0.0,0.0798977487270009,7.374818625351182,0.5121930606314979,False,training,1.303737,1.303737,0.5121930606314979,0.9242013858963292
6,64,64,11,4,0,0.5121930606314977,False,False,0.0,0.5121930606314977,7.887011685982679,1.2143587448308564,False,training,0.6092262,0.6092262,1.2143587448308564,0.954201689889068
7,65,65,11,5,0,1.2143587448308573,False,False,0.0,1.2143587448308573,9.101370430813537,2.1446779019554434,False,training,0.7660581,0.7660581,2.1446779019554434,1.0680429040823882
8,66,66,11,0,0,2.1446779019554425,False,False,0.0,2.1446779019554425,11.246048332768982,1.091922891144323,False,training,1.2069196,1.2069196,1.091922891144323,1.0032131908688786
9,67,67,11,1,0,1.0919228911443228,False,True,0.0,1.0919228911443228,12.337971223913302,2.144740262078237,True,training,2.741627,2.741627,2.144740262078237,1.6280026370490315
10,99,99,18,1,0,0.14474026207823634,True,False,2.0,2.1447402620782365,14.48271148599154,1.1853605335693975,False,training,1.440277,1.440277,1.1853605335693975,1.8875410660384233
11,100,100,18,2,0,1.1853605335693984,False,False,0.0,1.1853605335693984,15.668072019560935,3.2451405234353192,False,training,0.9426118,0.9426118,3.2451405234353192,1.1202135152729022
12,101,101,18,0,0,3.2451405234353214,False,False,0.0,3.2451405234353214,18.913212542996256,1.9613595053232515,False,training,0.79839265,0.79839265,1.9613595053232515,1.0032131908688786
